estacao,uf,ano,mes,latitude,longitude,chuva_total_mm,chuva_max_dia_mm,dias_com_chuva
AFONSO CLAUDIO,ES,2022,12,-20.10417,-41.10694,239.6,29.0,20
AFONSO CLAUDIO,ES,2023,1,-20.10417,-41.10694,421.8,86.2,16
AFONSO CLAUDIO,ES,2023,2,-20.10417,-41.10694,9.6,7.0,2
AFONSO CLAUDIO,ES,2023,3,-20.10417,-41.10694,38.4,19.2,5
AFONSO CLAUDIO,ES,2023,4,-20.10417,-41.10694,88.6,28.8,9
AFONSO CLAUDIO,ES,2023,5,-20.10417,-41.10694,54.2,44.8,5
AFONSO CLAUDIO,ES,2023,6,-20.10417,-41.10694,10.4,8.6,2
AFONSO CLAUDIO,ES,2023,7,-20.10417,-41.10694,13.6,6.8,4
AFONSO CLAUDIO,ES,2023,8,-20.10417,-41.10694,92.4,48.0,4
AFONSO CLAUDIO,ES,2023,9,-20.10417,-41.10694,9.2,5.4,3
AFONSO CLAUDIO,ES,2023,10,-20.10417,-41.10694,79.0,33.6,10
AFONSO CLAUDIO,ES,2023,11,-20.10417,-41.10694,77.8,59.0,3
AFONSO CLAUDIO,ES,2024,1,-20.10417,-41.10694,360.6,68.2,18
AFONSO CLAUDIO,ES,2024,2,-20.10417,-41.10694,235.6,48.8,14
AFONSO CLAUDIO,ES,2024,3,-20.10417,-41.10694,147.8,78.4,11
AFONSO CLAUDIO,ES,2024,4,-20.10417,-41.10694,46.0,33.8,7
AFONSO CLAUDIO,ES,2024,5,-20.10417,-41.10694,9.0,5.4,2
AFONSO CLAUDIO,ES,2024,6,-20.10417,-41.10694,4.4,2.6,1
AFONSO CLAUDIO,ES,2024,7,-20.10417,-41.10694,0.6,0.2,0
AFONSO CLAUDIO,ES,2024,8,-20.10417,-41.10694,13.6,8.8,2
AFONSO CLAUDIO,ES,2024,9,-20.10417,-41.10694,18.6,18.6,1
AFONSO CLAUDIO,ES,2024,10,-20.10417,-41.10694,148.4,32.4,12
AFONSO CLAUDIO,ES,2024,11,-20.10417,-41.10694,154.6,32.8,12
AFONSO CLAUDIO,ES,2024,12,-20.10417,-41.10694,231.4,38.4,15
AFONSO CLAUDIO,ES,2025,1,-20.10417,-41.10694,165.0,67.0,15
AFONSO CLAUDIO,ES,2025,2,-20.10417,-41.10694,13.2,7.2,2
AFONSO CLAUDIO,ES,2025,3,-20.10417,-41.10694,80.6,20.4,12
AFONSO CLAUDIO,ES,2025,4,-20.10417,-41.10694,43.8,14.8,5
AFONSO CLAUDIO,ES,2025,5,-20.10417,-41.10694,22.8,8.4,4
AFONSO CLAUDIO,ES,2025,6,-20.10417,-41.10694,17.6,6.2,3
AFONSO CLAUDIO,ES,2025,7,-20.10417,-41.10694,4.8,2.2,2
AFONSO CLAUDIO,ES,2025,8,-20.10417,-41.10694,19.0,10.6,2
AFONSO CLAUDIO,ES,2025,9,-20.10417,-41.10694,11.2,5.2,2
AFONSO CLAUDIO,ES,2025,10,-20.10417,-41.10694,83.2,26.4,8
AFONSO CLAUDIO,ES,2025,11,-20.10417,-41.10694,160.2,39.2,12
AFONSO CLAUDIO,ES,2025,12,-20.10417,-41.10694,158.6,53.2,11
AGUA BOA,MT,2006,12,-14.01611,-52.21222,64.0,20.6,7
AGUA BOA,MT,2007,1,-14.01611,-52.21222,282.8,71.0,18
AGUA BOA,MT,2007,2,-14.01611,-52.21222,451.4,99.0,22
AGUA BOA,MT,2007,3,-14.01611,-52.21222,84.0,33.6,8
AGUA BOA,MT,2007,4,-14.01611,-52.21222,69.0,41.0,7
AGUA BOA,MT,2007,5,-14.01611,-52.21222,48.4,35.4,2
AGUA BOA,MT,2007,6,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2007,7,-14.01611,-52.21222,15.0,14.0,1
AGUA BOA,MT,2007,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2007,9,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2007,10,-14.01611,-52.21222,129.2,44.2,7
AGUA BOA,MT,2007,11,-14.01611,-52.21222,271.4,65.2,13
AGUA BOA,MT,2007,12,-14.01611,-52.21222,211.8,67.6,12
AGUA BOA,MT,2008,1,-14.01611,-52.21222,231.2,38.8,20
AGUA BOA,MT,2008,2,-14.01611,-52.21222,383.0,101.6,15
AGUA BOA,MT,2008,3,-14.01611,-52.21222,191.0,39.0,14
AGUA BOA,MT,2008,4,-14.01611,-52.21222,158.4,44.0,13
AGUA BOA,MT,2008,5,-14.01611,-52.21222,0.4,0.4,0
AGUA BOA,MT,2008,6,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2008,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2008,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2008,9,-14.01611,-52.21222,42.2,22.0,5
AGUA BOA,MT,2008,10,-14.01611,-52.21222,126.6,31.4,8
AGUA BOA,MT,2008,11,-14.01611,-52.21222,237.2,54.8,16
AGUA BOA,MT,2008,12,-14.01611,-52.21222,203.4,39.0,17
AGUA BOA,MT,2009,1,-14.01611,-52.21222,196.6,51.8,12
AGUA BOA,MT,2009,2,-14.01611,-52.21222,205.4,54.4,13
AGUA BOA,MT,2009,3,-14.01611,-52.21222,187.4,41.4,15
AGUA BOA,MT,2009,4,-14.01611,-52.21222,124.2,33.4,13
AGUA BOA,MT,2009,5,-14.01611,-52.21222,72.0,66.0,2
AGUA BOA,MT,2009,6,-14.01611,-52.21222,34.6,34.4,1
AGUA BOA,MT,2009,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2009,8,-14.01611,-52.21222,28.8,22.6,3
AGUA BOA,MT,2009,9,-14.01611,-52.21222,103.4,59.0,6
AGUA BOA,MT,2009,10,-14.01611,-52.21222,162.4,47.8,14
AGUA BOA,MT,2009,11,-14.01611,-52.21222,283.4,44.0,17
AGUA BOA,MT,2009,12,-14.01611,-52.21222,264.2,76.6,17
AGUA BOA,MT,2010,1,-14.01611,-52.21222,411.0,70.4,19
AGUA BOA,MT,2010,2,-14.01611,-52.21222,174.6,69.2,12
AGUA BOA,MT,2010,3,-14.01611,-52.21222,64.4,11.8,9
AGUA BOA,MT,2010,4,-14.01611,-52.21222,47.4,24.0,5
AGUA BOA,MT,2010,5,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2010,6,-14.01611,-52.21222,1.2,0.8,0
AGUA BOA,MT,2010,7,-14.01611,-52.21222,1.0,0.6,0
AGUA BOA,MT,2010,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2010,9,-14.01611,-52.21222,9.2,5.0,2
AGUA BOA,MT,2010,10,-14.01611,-52.21222,56.8,14.8,7
AGUA BOA,MT,2010,11,-14.01611,-52.21222,298.6,65.4,18
AGUA BOA,MT,2010,12,-14.01611,-52.21222,268.6,45.0,16
AGUA BOA,MT,2011,1,-14.01611,-52.21222,470.6,89.4,19
AGUA BOA,MT,2011,2,-14.01611,-52.21222,289.4,55.4,20
AGUA BOA,MT,2011,3,-14.01611,-52.21222,235.2,37.2,20
AGUA BOA,MT,2011,4,-14.01611,-52.21222,73.6,30.0,6
AGUA BOA,MT,2011,5,-14.01611,-52.21222,2.8,2.2,1
AGUA BOA,MT,2011,6,-14.01611,-52.21222,13.2,13.2,1
AGUA BOA,MT,2011,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2011,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2011,9,-14.01611,-52.21222,24.4,10.8,3
AGUA BOA,MT,2011,10,-14.01611,-52.21222,212.2,61.2,15
AGUA BOA,MT,2011,11,-14.01611,-52.21222,225.8,40.2,13
AGUA BOA,MT,2011,12,-14.01611,-52.21222,229.6,56.0,20
AGUA BOA,MT,2012,1,-14.01611,-52.21222,456.0,59.8,23
AGUA BOA,MT,2012,2,-14.01611,-52.21222,262.4,48.8,17
AGUA BOA,MT,2012,3,-14.01611,-52.21222,146.6,44.4,5
AGUA BOA,MT,2012,4,-14.01611,-52.21222,55.0,19.0,8
AGUA BOA,MT,2012,5,-14.01611,-52.21222,9.2,6.4,3
AGUA BOA,MT,2012,6,-14.01611,-52.21222,31.2,29.0,2
AGUA BOA,MT,2012,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2012,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2012,9,-14.01611,-52.21222,80.8,50.0,4
AGUA BOA,MT,2012,10,-14.01611,-52.21222,94.2,47.6,8
AGUA BOA,MT,2012,11,-14.01611,-52.21222,242.8,68.2,18
AGUA BOA,MT,2012,12,-14.01611,-52.21222,202.6,51.8,15
AGUA BOA,MT,2013,1,-14.01611,-52.21222,614.4,123.4,22
AGUA BOA,MT,2013,2,-14.01611,-52.21222,261.2,55.0,18
AGUA BOA,MT,2013,6,-14.01611,-52.21222,18.6,18.4,1
AGUA BOA,MT,2013,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2013,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2013,9,-14.01611,-52.21222,15.8,8.4,2
AGUA BOA,MT,2013,10,-14.01611,-52.21222,130.8,28.0,15
AGUA BOA,MT,2013,11,-14.01611,-52.21222,272.4,46.2,17
AGUA BOA,MT,2013,12,-14.01611,-52.21222,271.4,64.8,19
AGUA BOA,MT,2014,5,-14.01611,-52.21222,2.8,2.2,1
AGUA BOA,MT,2014,6,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2014,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2014,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2014,9,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2014,12,-14.01611,-52.21222,175.4,51.2,12
AGUA BOA,MT,2015,1,-14.01611,-52.21222,180.8,34.6,19
AGUA BOA,MT,2015,2,-14.01611,-52.21222,255.2,61.6,15
AGUA BOA,MT,2015,3,-14.01611,-52.21222,246.6,66.0,19
AGUA BOA,MT,2015,4,-14.01611,-52.21222,181.6,56.2,13
AGUA BOA,MT,2015,5,-14.01611,-52.21222,80.6,71.2,2
AGUA BOA,MT,2015,6,-14.01611,-52.21222,1.0,0.2,0
AGUA BOA,MT,2015,7,-14.01611,-52.21222,1.0,0.6,0
AGUA BOA,MT,2015,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2015,9,-14.01611,-52.21222,1.2,0.8,0
AGUA BOA,MT,2015,10,-14.01611,-52.21222,56.4,36.8,7
AGUA BOA,MT,2015,11,-14.01611,-52.21222,243.8,72.6,14
AGUA BOA,MT,2015,12,-14.01611,-52.21222,106.0,29.2,11
AGUA BOA,MT,2016,1,-14.01611,-52.21222,453.0,61.2,23
AGUA BOA,MT,2016,2,-14.01611,-52.21222,109.2,24.8,11
AGUA BOA,MT,2016,3,-14.01611,-52.21222,293.4,62.2,18
AGUA BOA,MT,2016,4,-14.01611,-52.21222,15.4,13.6,2
AGUA BOA,MT,2016,5,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2016,6,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2016,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2016,8,-14.01611,-52.21222,13.4,9.2,2
AGUA BOA,MT,2016,9,-14.01611,-52.21222,22.8,20.4,2
AGUA BOA,MT,2017,1,-14.01611,-52.21222,145.2,33.8,16
AGUA BOA,MT,2017,2,-14.01611,-52.21222,252.4,119.6,16
AGUA BOA,MT,2017,3,-14.01611,-52.21222,177.0,32.0,17
AGUA BOA,MT,2017,4,-14.01611,-52.21222,144.6,54.8,9
AGUA BOA,MT,2017,5,-14.01611,-52.21222,21.8,9.0,3
AGUA BOA,MT,2017,6,-14.01611,-52.21222,0.2,0.2,0
AGUA BOA,MT,2017,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2017,8,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2017,9,-14.01611,-52.21222,3.8,3.6,1
AGUA BOA,MT,2017,10,-14.01611,-52.21222,176.6,116.2,7
AGUA BOA,MT,2017,11,-14.01611,-52.21222,248.6,55.8,21
AGUA BOA,MT,2017,12,-14.01611,-52.21222,305.8,94.0,19
AGUA BOA,MT,2018,1,-14.01611,-52.21222,159.2,32.6,17
AGUA BOA,MT,2018,2,-14.01611,-52.21222,190.0,43.0,16
AGUA BOA,MT,2018,3,-14.01611,-52.21222,87.4,44.4,8
AGUA BOA,MT,2018,4,-14.01611,-52.21222,156.6,27.8,10
AGUA BOA,MT,2018,5,-14.01611,-52.21222,12.4,12.0,1
AGUA BOA,MT,2018,6,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2018,7,-14.01611,-52.21222,0.0,0.0,0
AGUA BOA,MT,2018,8,-14.01611,-52.21222,0.2,0.2,0
AGUA BOA,MT,2018,9,-14.01611,-52.21222,50.8,28.2,5
AGUA BOA,MT,2018,10,-14.01611,-52.21222,220.2,63.4,13
AGUA BOA,MT,2018,11,-14.01611,-52.21222,498.2,88.2,25
AGUA BOA,MT,2018,12,-14.01611,-52.21222,257.4,49.4,17
AGUA BOA,MT,2019,1,-14.01639,-52.21167,163.6,24.2,12
AGUA BOA,MT,2019,2,-14.01639,-52.21167,201.2,68.6,13
AGUA BOA,MT,2019,3,-14.01639,-52.21167,167.2,41.2,13
AGUA BOA,MT,2019,4,-14.01639,-52.21167,132.8,29.4,11
AGUA BOA,MT,2019,6,-14.01639,-52.21167,0.0,0.0,0
AGUA BOA,MT,2019,7,-14.01639,-52.21167,5.4,5.4,1
AGUA BOA,MT,2019,11,-14.01639,-52.21167,77.4,28.0,6
AGUA BOA,MT,2019,12,-14.01639,-52.21167,73.8,26.8,11
AGUA BOA,MT,2021,2,-14.01639,-52.21167,0.0,0.0,0
AGUA BOA,MT,2021,3,-14.01639,-52.21167,2.6,2.6,1
AGUA BOA,MT,2022,3,-14.01639,-52.21167,76.8,33.4,6
AGUA BOA,MT,2022,4,-14.01639,-52.21167,33.2,9.4,6
AGUA BOA,MT,2022,5,-14.01639,-52.21167,0.2,0.2,0
AGUA BOA,MT,2022,12,-14.01639,-52.21167,265.0,35.8,19
AGUA BOA,MT,2023,1,-14.01639,-52.21167,263.2,63.6,18
AGUA BOA,MT,2023,3,-14.01639,-52.21167,102.8,23.0,12
AGUA BOA,MT,2023,10,-14.01639,-52.21167,110.4,37.0,8
AGUA BOA,MT,2023,11,-14.01639,-52.21167,35.2,8.8,8
AGUA BOA,MT,2023,12,-14.01639,-52.21167,116.0,44.4,11
AGUA BOA,MT,2024,1,-14.01639,-52.21167,262.2,71.0,18
AGUA BOA,MT,2024,2,-14.01639,-52.21167,151.0,31.4,16
AGUA BOA,MT,2024,3,-14.01639,-52.21167,158.8,53.2,17
AGUA BOA,MT,2024,4,-14.01639,-52.21167,65.2,26.4,11
AGUA BOA,MT,2024,5,-14.01639,-52.21167,0.4,0.2,0
AGUA BOA,MT,2024,6,-14.01639,-52.21167,1.8,0.8,0
AGUA BOA,MT,2024,7,-14.01639,-52.21167,0.6,0.4,0
AGUA BOA,MT,2024,8,-14.01639,-52.21167,0.2,0.2,0
AGUA BOA,MT,2024,9,-14.01639,-52.21167,0.0,0.0,0
AGUA BOA,MT,2024,10,-14.01639,-52.21167,288.6,82.8,15
AGUA BOA,MT,2024,11,-14.01639,-52.21167,683.8,80.0,23
AGUA BOA,MT,2024,12,-14.01639,-52.21167,238.4,87.8,17
AGUA BOA,MT,2025,1,-14.01639,-52.21167,336.8,53.6,21
AGUA BOA,MT,2025,2,-14.01639,-52.21167,104.8,22.2,11
AGUA BOA,MT,2025,3,-14.01639,-52.21167,40.4,18.8,4
AGUA BOA,MT,2025,11,-14.01639,-52.21167,19.2,8.8,4
AGUA BOA,MT,2025,12,-14.01639,-52.21167,16.4,10.8,3
AGUA CLARA,MS,2010,8,-20.44444,-52.87556,0.0,0.0,0
AGUA CLARA,MS,2010,9,-20.44444,-52.87556,98.4,27.8,5
AGUA CLARA,MS,2010,10,-20.44444,-52.87556,91.8,30.0,9
AGUA CLARA,MS,2010,11,-20.44444,-52.87556,110.6,22.8,11
AGUA CLARA,MS,2010,12,-20.44444,-52.87556,113.4,34.0,10
AGUA CLARA,MS,2011,1,-20.44444,-52.87556,326.0,70.8,19
AGUA CLARA,MS,2011,2,-20.44444,-52.87556,188.6,25.0,20
AGUA CLARA,MS,2011,3,-20.44444,-52.87556,263.4,40.4,19
AGUA CLARA,MS,2011,6,-20.44444,-52.87556,54.4,53.0,1
AGUA CLARA,MS,2011,7,-20.44444,-52.87556,3.4,2.4,2
AGUA CLARA,MS,2011,8,-20.44444,-52.87556,7.8,2.4,4
AGUA CLARA,MS,2011,9,-20.44444,-52.87556,6.0,4.0,2
AGUA CLARA,MS,2011,10,-20.44444,-52.87556,177.2,41.2,14
AGUA CLARA,MS,2011,11,-20.44444,-52.87556,133.8,64.0,6
AGUA CLARA,MS,2011,12,-20.44444,-52.87556,119.0,22.8,9
AGUA CLARA,MS,2012,1,-20.44444,-52.87556,369.8,53.2,18
AGUA CLARA,MS,2012,2,-20.44444,-52.87556,60.8,31.6,5
AGUA CLARA,MS,2012,3,-20.44444,-52.87556,76.2,33.4,6
AGUA CLARA,MS,2012,4,-20.44444,-52.87556,100.2,30.0,9
AGUA CLARA,MS,2012,5,-20.44444,-52.87556,67.6,20.2,7
AGUA CLARA,MS,2012,6,-20.44444,-52.87556,163.2,62.2,6
AGUA CLARA,MS,2012,7,-20.44444,-52.87556,11.2,8.6,2
AGUA CLARA,MS,2012,8,-20.44444,-52.87556,0.6,0.6,0
AGUA CLARA,MS,2012,9,-20.44444,-52.87556,107.4,43.4,5
AGUA CLARA,MS,2012,10,-20.44444,-52.87556,91.2,35.0,8
AGUA CLARA,MS,2012,11,-20.44444,-52.87556,17.2,15.2,2
AGUA CLARA,MS,2012,12,-20.44444,-52.87556,25.6,17.8,3
AGUA CLARA,MS,2013,2,-20.44444,-52.87556,55.8,9.0,15
AGUA CLARA,MS,2013,5,-20.44444,-52.87556,25.6,14.2,5
AGUA CLARA,MS,2013,6,-20.44444,-52.87556,126.2,46.2,5
AGUA CLARA,MS,2013,7,-20.44444,-52.87556,52.2,50.8,1
AGUA CLARA,MS,2013,8,-20.44444,-52.87556,0.0,0.0,0
AGUA CLARA,MS,2013,9,-20.44444,-52.87556,105.8,38.2,8
AGUA CLARA,MS,2013,10,-20.44444,-52.87556,147.0,26.4,13
AGUA CLARA,MS,2013,11,-20.44444,-52.87556,49.8,20.2,8
AGUA CLARA,MS,2013,12,-20.44444,-52.87556,258.0,71.4,10
AGUA CLARA,MS,2014,1,-20.44444,-52.87556,174.6,63.2,14
AGUA CLARA,MS,2014,2,-20.44444,-52.87556,169.6,42.4,12
AGUA CLARA,MS,2014,3,-20.44444,-52.87556,122.8,40.0,10
AGUA CLARA,MS,2014,4,-20.44444,-52.87556,79.6,37.4,8
AGUA CLARA,MS,2014,5,-20.44444,-52.87556,38.8,15.2,5
AGUA CLARA,MS,2014,6,-20.44444,-52.87556,13.0,9.8,2
AGUA CLARA,MS,2014,7,-20.44444,-52.87556,104.2,44.2,7
AGUA CLARA,MS,2014,8,-20.44444,-52.87556,0.0,0.0,0
AGUA CLARA,MS,2014,9,-20.44444,-52.87556,135.4,31.0,10
AGUA CLARA,MS,2014,10,-20.44444,-52.87556,63.2,19.6,7
AGUA CLARA,MS,2014,11,-20.44444,-52.87556,370.8,84.2,16
AGUA CLARA,MS,2014,12,-20.44444,-52.87556,164.2,42.6,16
AGUA CLARA,MS,2015,1,-20.44444,-52.87556,77.0,20.2,7
AGUA CLARA,MS,2015,5,-20.44444,-52.87556,113.4,42.2,7
AGUA CLARA,MS,2015,6,-20.44444,-52.87556,67.6,58.8,2
AGUA CLARA,MS,2015,7,-20.44444,-52.87556,52.4,21.6,6
AGUA CLARA,MS,2015,8,-20.44444,-52.87556,19.8,18.6,2
AGUA CLARA,MS,2015,9,-20.44444,-52.87556,176.2,51.2,10
AGUA CLARA,MS,2015,10,-20.44444,-52.87556,57.2,29.8,3
AGUA CLARA,MS,2016,5,-20.44444,-52.87556,198.6,47.0,10
AGUA CLARA,MS,2016,6,-20.44444,-52.87556,35.6,14.6,4
AGUA CLARA,MS,2016,7,-20.44444,-52.87556,8.8,8.6,1
AGUA CLARA,MS,2016,8,-20.44444,-52.87556,48.4,25.6,6
AGUA CLARA,MS,2016,9,-20.44444,-52.87556,41.4,20.0,5
AGUA CLARA,MS,2016,10,-20.44444,-52.87556,48.2,11.6,9
AGUA CLARA,MS,2016,11,-20.44444,-52.87556,50.6,24.2,4
AGUA CLARA,MS,2016,12,-20.44444,-52.87556,156.4,36.4,16
AGUA CLARA,MS,2017,1,-20.44444,-52.87556,242.4,41.6,19
AGUA CLARA,MS,2017,2,-20.44444,-52.87556,111.8,63.0,8
AGUA CLARA,MS,2017,3,-20.44444,-52.87556,145.6,68.4,11
AGUA CLARA,MS,2017,4,-20.44444,-52.87556,151.8,41.8,8
AGUA CLARA,MS,2017,5,-20.44444,-52.87556,148.4,45.2,11
AGUA CLARA,MS,2017,6,-20.44444,-52.87556,7.2,2.8,3
AGUA CLARA,MS,2017,7,-20.44444,-52.87556,0.0,0.0,0
AGUA CLARA,MS,2017,8,-20.44444,-52.87556,72.2,26.6,6
AGUA CLARA,MS,2017,9,-20.44444,-52.87556,37.0,20.8,2
AGUA CLARA,MS,2017,10,-20.44444,-52.87556,68.6,60.8,4
AGUA CLARA,MS,2017,11,-20.44444,-52.87556,0.0,0.0,0
AGUA CLARA,MS,2017,12,-20.44444,-52.87556,0.0,0.0,0
AGUA CLARA,MS,2018,3,-20.44444,-52.87556,93.8,26.0,9
AGUA CLARA,MS,2018,4,-20.44444,-52.87556,11.8,10.4,2
AGUA CLARA,MS,2018,5,-20.44444,-52.87556,33.8,19.8,3
AGUA CLARA,MS,2018,6,-20.44444,-52.87556,0.4,0.2,0
AGUA CLARA,MS,2018,7,-20.44444,-52.87556,0.4,0.4,0
AGUA CLARA,MS,2018,8,-20.44444,-52.87556,18.0,10.4,4
AGUA CLARA,MS,2018,9,-20.44444,-52.87556,147.4,75.8,8
AGUA CLARA,MS,2018,10,-20.44444,-52.87556,232.2,56.0,10
AGUA CLARA,MS,2018,11,-20.44444,-52.87556,96.0,17.0,11
AGUA CLARA,MS,2018,12,-20.44444,-52.87556,127.2,56.8,9
AGUA CLARA,MS,2019,1,-20.44444,-52.87583,192.6,32.4,14
AGUA CLARA,MS,2019,2,-20.44444,-52.87583,211.0,47.4,11
AGUA CLARA,MS,2019,3,-20.44444,-52.87583,55.8,17.0,9
AGUA CLARA,MS,2019,4,-20.44444,-52.87583,171.4,43.6,8
AGUA CLARA,MS,2019,5,-20.44444,-52.87583,52.6,26.2,4
AGUA CLARA,MS,2019,6,-20.44444,-52.87583,17.0,11.8,2
AGUA CLARA,MS,2019,7,-20.44444,-52.87583,14.8,12.4,2
AGUA CLARA,MS,2019,8,-20.44444,-52.87583,21.0,17.0,3
AGUA CLARA,MS,2019,9,-20.44444,-52.87583,36.4,11.6,5
AGUA CLARA,MS,2019,10,-20.44444,-52.87583,83.4,27.2,11
AGUA CLARA,MS,2019,11,-20.44444,-52.87583,164.0,55.8,10
AGUA CLARA,MS,2019,12,-20.44444,-52.87583,140.6,29.0,14
AGUA CLARA,MS,2020,1,-20.44444,-52.87583,172.4,33.2,14
AGUA CLARA,MS,2020,2,-20.44444,-52.87583,319.6,73.6,15
AGUA CLARA,MS,2020,3,-20.44444,-52.87583,89.0,51.4,3
AGUA CLARA,MS,2020,4,-20.44444,-52.87583,106.2,52.6,2
AGUA CLARA,MS,2020,5,-20.44444,-52.87583,37.2,18.4,4
AGUA CLARA,MS,2020,6,-20.44444,-52.87583,53.2,37.0,4
AGUA CLARA,MS,2020,7,-20.44444,-52.87583,0.0,0.0,0
AGUA CLARA,MS,2020,8,-20.44444,-52.87583,5.2,3.8,2
AGUA CLARA,MS,2020,9,-20.44444,-52.87583,10.2,8.2,3
AGUA CLARA,MS,2020,10,-20.44444,-52.87583,103.0,41.0,8
AGUA CLARA,MS,2020,11,-20.44444,-52.87583,77.8,29.6,5
AGUA CLARA,MS,2020,12,-20.44444,-52.87583,177.8,52.2,12
AGUA CLARA,MS,2021,1,-20.44444,-52.87583,254.2,32.6,20
AGUA CLARA,MS,2021,2,-20.44444,-52.87583,96.6,41.4,7
AGUA CLARA,MS,2021,3,-20.44444,-52.87583,87.4,37.6,7
AGUA CLARA,MS,2021,5,-20.44444,-52.87583,46.4,33.8,3
AGUA CLARA,MS,2021,6,-20.44444,-52.87583,11.8,9.0,2
AGUA CLARA,MS,2021,7,-20.44444,-52.87583,3.4,3.4,1
AGUA CLARA,MS,2021,8,-20.44444,-52.87583,11.6,6.6,2
AGUA CLARA,MS,2021,9,-20.44444,-52.87583,17.2,11.0,4
AGUA CLARA,MS,2021,10,-20.44444,-52.87583,219.8,64.0,10
AGUA CLARA,MS,2021,11,-20.44444,-52.87583,93.8,24.2,9
AGUA CLARA,MS,2021,12,-20.44444,-52.87583,119.0,28.8,8
AGUA CLARA,MS,2022,1,-20.44444,-52.87583,274.4,90.6,19
AGUA CLARA,MS,2022,2,-20.44444,-52.87583,107.2,34.4,7
AGUA CLARA,MS,2022,3,-20.44444,-52.87583,151.8,57.2,12
AGUA CLARA,MS,2022,4,-20.44444,-52.87583,81.8,51.4,4
AGUA CLARA,MS,2022,5,-20.44444,-52.87583,46.4,17.6,5
AGUA CLARA,MS,2022,6,-20.44444,-52.87583,27.8,16.0,4
AGUA CLARA,MS,2022,7,-20.44444,-52.87583,0.0,0.0,0
AGUA CLARA,MS,2022,8,-20.44444,-52.87583,129.0,59.0,5
AGUA CLARA,MS,2022,9,-20.44444,-52.87583,159.2,78.4,9
AGUA CLARA,MS,2022,10,-20.44444,-52.87583,116.4,45.6,11
AGUA CLARA,MS,2022,11,-20.44444,-52.87583,52.8,17.8,4
AGUA CLARA,MS,2022,12,-20.44444,-52.87583,384.4,76.4,17
AGUA CLARA,MS,2023,1,-20.44444,-52.87583,356.8,105.6,15
AGUA CLARA,MS,2023,2,-20.44444,-52.87583,167.2,40.8,11
AGUA CLARA,MS,2023,3,-20.44444,-52.87583,324.4,112.8,14
AGUA CLARA,MS,2023,4,-20.44444,-52.87583,202.4,53.6,10
AGUA CLARA,MS,2023,5,-20.44444,-52.87583,116.4,105.6,2
AGUA CLARA,MS,2023,6,-20.44444,-52.87583,89.4,40.2,4
AGUA CLARA,MS,2023,7,-20.44444,-52.87583,2.4,2.2,1
AGUA CLARA,MS,2023,8,-20.44444,-52.87583,46.4,16.8,9
AGUA CLARA,MS,2023,9,-20.44444,-52.87583,16.0,10.2,3
AGUA CLARA,MS,2023,10,-20.44444,-52.87583,105.0,44.6,9
AGUA CLARA,MS,2023,11,-20.44444,-52.87583,190.8,79.0,12
AGUA CLARA,MS,2023,12,-20.44444,-52.87583,73.8,23.2,10
AGUA CLARA,MS,2024,1,-20.44444,-52.87583,149.6,47.0,9
AGUA CLARA,MS,2024,2,-20.44444,-52.87583,104.6,37.0,10
AGUA CLARA,MS,2024,3,-20.44444,-52.87583,111.2,24.0,12
AGUA CLARA,MS,2024,4,-20.44444,-52.87583,122.4,33.8,7
AGUA CLARA,MS,2024,5,-20.44444,-52.87583,18.6,10.0,2
AGUA CLARA,MS,2024,6,-20.44444,-52.87583,0.0,0.0,0
AGUA CLARA,MS,2024,7,-20.44444,-52.87583,1.8,1.4,1
AGUA CLARA,MS,2024,8,-20.44444,-52.87583,39.0,14.8,4
AGUA CLARA,MS,2024,9,-20.44444,-52.87583,22.2,14.6,2
